asset_id,vibration_g,temperature_c,oil_pressure_psi,usage_hours,maintenance_events,days_since_maintenance,failure_within_30d
ASSET-013,2.909,91.4,55.1,1994,14,142,0
ASSET-013,1.848,81.9,52.8,2089,14,136,0
ASSET-013,2.22,86.9,50.8,1836,14,132,0
ASSET-013,3.449,83.8,53.4,1719,14,182,0
ASSET-013,2.043,91.5,53.3,1878,14,151,0
ASSET-013,2.685,77.3,52.5,1726,14,123,0
ASSET-013,2.604,74.3,44.4,1933,14,138,0
ASSET-013,2.593,86.9,45.3,1795,14,149,0
ASSET-013,2.455,85.3,51.2,1865,14,131,0
ASSET-013,3.01,78.5,54.4,2100,14,135,0
ASSET-013,5.481,80.7,51.2,1736,14,127,1
ASSET-013,1.692,83.1,58.2,1791,14,163,0
ASSET-013,3.019,91.2,54.8,2060,14,177,0
ASSET-013,1.306,86.4,52.4,1837,14,155,0
ASSET-013,2.407,82.7,53.4,1711,14,143,0
ASSET-013,2.019,82.1,58.4,1788,14,125,0
ASSET-013,2.098,78.8,43.8,1855,14,126,0
ASSET-013,3.27,84.7,55.4,2051,14,145,0
ASSET-013,4.653,78.7,48.7,2159,14,137,0
ASSET-013,3.125,79.3,53.1,2058,14,148,0
ASSET-013,3.116,84.9,61.1,1970,14,175,0
ASSET-013,2.843,92.6,48.3,2050,14,145,0
ASSET-013,3.153,85.1,45.3,2048,14,131,0
ASSET-013,2.261,73.7,58.4,1898,14,155,0
ASSET-014,4.248,93.8,50.0,5192,10,223,0
ASSET-014,3.377,87.7,49.1,4768,10,219,0
ASSET-014,3.459,72.9,34.1,5091,10,203,0
ASSET-014,1.828,72.8,59.7,4831,10,185,0
ASSET-014,2.973,92.9,46.9,5129,10,206,0
ASSET-014,3.843,118.4,55.3,5043,10,225,1
ASSET-014,4.358,78.2,41.7,5043,10,181,0
ASSET-014,2.66,91.5,41.2,4976,10,183,0
ASSET-014,3.148,106.3,50.9,4772,10,215,1
ASSET-014,3.693,93.1,48.3,4966,10,186,0
ASSET-014,3.429,102.8,47.4,5181,10,210,0
ASSET-014,3.816,121.0,44.3,4752,10,192,1
ASSET-014,2.927,80.4,35.0,4987,10,219,0
ASSET-014,3.128,66.8,52.3,4924,10,213,0
ASSET-014,3.372,94.9,44.2,5093,10,223,0
ASSET-014,2.473,90.7,33.4,5157,10,206,0
ASSET-014,3.422,100.5,52.4,5181,10,198,0
ASSET-014,2.292,93.0,50.2,4930,10,180,0
ASSET-014,3.32,65.1,48.9,4852,10,209,0
ASSET-014,2.455,99.4,46.5,5121,10,183,0
ASSET-014,4.066,67.4,44.7,4974,10,230,0
ASSET-014,3.102,79.0,45.0,4923,10,191,0
ASSET-014,3.546,85.6,48.9,5084,10,194,0
ASSET-014,4.247,79.0,46.0,4830,10,207,0
ASSET-014,4.251,87.5,45.2,4727,10,204,0
ASSET-014,3.599,73.3,39.6,4906,10,215,0
ASSET-014,3.601,94.3,45.4,4870,10,209,0
ASSET-014,3.586,109.5,47.0,4830,10,206,1
ASSET-014,2.763,94.3,41.2,5112,10,181,0
ASSET-014,2.442,88.3,43.9,4873,10,188,0
ASSET-014,4.81,64.2,38.2,5088,10,218,0
ASSET-014,3.354,75.9,43.2,4882,10,194,0
ASSET-014,2.507,91.2,37.5,5044,10,185,0
ASSET-014,4.298,79.0,46.8,5002,10,180,0
ASSET-014,2.464,69.8,30.2,5010,10,202,0
ASSET-014,4.82,79.2,48.4,4744,10,235,0
ASSET-014,2.05,116.4,36.4,4834,10,176,1
ASSET-014,5.536,78.4,36.2,5185,10,227,1
ASSET-014,5.679,92.1,48.5,4834,10,212,0
ASSET-014,4.089,68.7,36.1,5119,10,203,0
ASSET-015,3.707,100.2,49.0,4269,3,317,0
ASSET-015,2.776,95.2,54.6,4121,3,303,0
ASSET-015,3.455,76.8,62.5,4069,3,321,0
ASSET-015,1.887,76.5,52.8,4172,3,311,0
ASSET-015,3.821,81.4,44.5,3979,3,310,0
ASSET-015,2.748,63.6,47.0,4220,3,336,0
ASSET-015,3.763,98.3,51.0,3876,3,343,0
ASSET-015,2.783,79.4,38.5,3886,3,317,0
ASSET-015,2.66,82.1,41.1,4082,3,319,0
ASSET-015,3.016,69.0,47.5,4066,3,335,0
ASSET-015,3.24,81.9,49.2,4178,3,311,0
ASSET-015,4.105,106.7,46.9,4139,3,331,0
ASSET-015,3.51,88.0,48.4,3843,3,344,0
ASSET-015,3.009,93.2,44.5,4181,3,322,0
ASSET-015,3.832,78.9,47.5,4037,3,293,0
ASSET-015,3.471,85.3,46.0,4055,3,299,0
ASSET-015,3.058,83.2,46.2,4051,3,329,1
ASSET-015,3.81,92.0,52.2,3991,3,296,1
ASSET-015,4.336,77.7,41.5,4141,3,315,0
ASSET-015,3.426,57.9,44.3,4249,3,309,0
ASSET-015,2.885,51.3,42.2,3994,3,344,0
ASSET-015,3.631,79.7,52.9,4277,3,324,0
ASSET-015,4.169,113.7,46.1,4288,3,320,1
ASSET-015,3.969,95.5,48.8,4255,3,315,0
ASSET-015,5.055,80.2,51.1,4157,3,331,0
ASSET-015,3.972,92.3,41.2,3883,3,345,0
ASSET-015,4.183,78.3,41.2,4171,3,294,0
ASSET-015,3.999,85.9,53.1,4020,3,306,0
ASSET-015,2.934,110.1,45.1,4138,3,333,1
ASSET-015,3.79,83.0,70.1,4097,3,333,0
ASSET-015,3.4,124.2,45.8,3829,3,299,1
ASSET-015,2.885,80.0,48.6,4034,3,307,1
ASSET-015,2.412,92.7,36.7,3966,3,324,0
ASSET-015,3.495,90.8,53.1,4028,3,346,0
ASSET-015,4.714,72.2,42.3,4138,3,319,0
ASSET-015,3.559,68.0,62.3,4035,3,326,0
ASSET-015,3.009,111.3,52.7,4146,3,345,1
ASSET-015,2.913,87.4,33.6,4250,3,336,0
ASSET-015,5.259,111.6,55.5,4090,3,340,1
ASSET-015,3.565,88.8,49.6,4031,3,337,1
ASSET-016,3.829,107.5,43.4,4950,9,221,1
ASSET-016,2.811,92.8,49.2,5069,9,168,0
ASSET-016,3.952,75.6,55.8,5199,9,171,1
ASSET-016,3.33,94.9,46.5,5206,9,166,0
ASSET-016,2.838,89.4,45.9,4997,9,208,0
ASSET-016,3.199,81.8,49.5,5228,9,169,0
ASSET-016,4.295,105.1,43.6,5078,9,194,0
ASSET-016,4.0,80.1,43.3,5027,9,172,0
ASSET-016,2.381,74.8,49.1,4932,9,195,0
ASSET-016,3.065,84.7,40.7,4842,9,166,0
ASSET-016,3.031,107.7,41.7,4980,9,183,1
ASSET-016,2.145,77.5,55.0,4852,9,204,0
ASSET-016,4.803,83.8,42.9,5069,9,212,0
ASSET-016,3.353,90.8,60.5,4966,9,187,0
ASSET-016,3.397,90.5,46.2,5042,9,180,0
ASSET-016,5.763,78.5,46.9,4986,9,201,0
ASSET-016,4.041,94.1,50.6,4872,9,166,0
ASSET-016,5.949,92.8,39.8,5131,9,214,0
ASSET-016,4.182,109.8,43.3,5009,9,171,0
ASSET-016,3.838,84.3,38.2,5031,9,204,0
ASSET-016,4.154,81.4,42.8,5081,9,214,0
ASSET-016,2.881,62.3,53.0,5025,9,174,0
ASSET-016,2.062,82.6,39.7,4767,9,167,0
ASSET-016,3.261,82.0,37.5,4953,9,192,0
ASSET-016,3.791,84.6,45.1,4818,9,171,0
ASSET-016,4.204,76.8,40.9,4732,9,181,1
ASSET-016,2.615,71.8,45.9,5065,9,192,0
ASSET-016,4.397,80.7,47.9,4921,9,210,0
ASSET-016,3.859,79.8,45.6,4843,9,183,0
ASSET-016,4.618,99.8,51.1,5208,9,211,1
ASSET-016,3.628,68.4,44.6,5225,9,198,0
ASSET-016,6.584,110.3,52.2,4739,9,204,1
ASSET-016,1.686,87.4,39.6,4991,9,181,0
ASSET-016,4.292,89.0,41.9,4846,9,165,1
ASSET-016,5.314,79.8,44.5,4912,9,207,0
ASSET-016,4.401,77.4,52.7,5220,9,210,0
ASSET-016,2.759,90.8,41.2,5080,9,186,0
ASSET-016,3.652,80.1,51.3,5069,9,205,0
ASSET-016,3.622,87.3,41.7,4941,9,219,0
ASSET-016,4.651,77.8,41.8,4930,9,177,0
ASSET-017,2.856,72.5,54.0,2517,9,359,0
ASSET-017,3.69,78.8,41.6,2349,9,346,0
ASSET-017,2.681,90.0,53.1,2456,9,365,0
ASSET-017,2.434,92.7,46.1,2298,9,367,0
ASSET-017,3.328,81.6,56.3,2078,9,369,0
ASSET-017,3.197,93.3,41.2,2159,9,369,0
ASSET-017,3.308,70.2,41.5,2124,9,348,0
ASSET-017,4.154,90.6,41.7,2131,9,376,0
ASSET-017,4.636,107.1,49.1,2232,9,386,1
ASSET-017,4.56,96.2,42.3,2482,9,360,1
ASSET-017,3.267,96.5,50.2,2461,9,339,0
ASSET-017,3.363,94.3,54.0,2079,9,356,0
ASSET-017,3.741,85.5,52.3,2197,9,362,0
ASSET-017,3.72,105.5,35.2,2387,9,390,1
ASSET-017,3.499,84.8,51.6,2411,9,385,0
ASSET-017,4.42,97.6,48.0,2067,9,340,0
ASSET-017,2.454,103.5,39.5,2120,9,381,0
ASSET-017,2.76,82.5,57.7,2157,9,383,0
ASSET-017,2.436,88.2,47.2,2229,9,382,0
ASSET-017,3.777,81.6,40.5,2364,9,358,0
ASSET-017,3.539,74.6,25.9,2166,9,392,1
ASSET-017,2.761,98.9,46.9,2122,9,374,0
ASSET-017,3.302,86.9,41.2,2518,9,346,0
ASSET-017,3.087,80.3,47.8,2243,9,352,0
ASSET-017,3.695,80.8,63.3,2222,9,382,0
ASSET-017,2.709,72.8,43.7,2161,9,394,0
ASSET-017,3.849,78.3,39.8,2458,9,367,0
ASSET-017,2.644,82.3,39.5,2181,9,346,0
ASSET-017,3.393,92.3,42.5,2128,9,364,0
ASSET-017,3.867,89.9,52.5,2242,9,338,0
ASSET-017,3.587,94.1,45.1,2031,9,365,0
ASSET-017,4.145,78.2,42.8,2356,9,384,0
ASSET-017,3.469,55.5,40.4,2478,9,390,0
ASSET-017,2.984,77.3,49.1,2060,9,378,0
ASSET-017,1.484,85.8,47.6,2238,9,339,0
ASSET-017,3.032,87.7,46.3,2124,9,378,0
ASSET-017,2.376,76.0,35.0,2339,9,388,0
ASSET-017,4.567,82.2,48.0,2355,9,368,0
ASSET-017,5.232,92.8,57.5,2146,9,356,0
ASSET-017,2.029,106.7,48.8,2217,9,344,1
ASSET-018,3.743,79.8,38.7,4565,6,191,0
ASSET-018,2.643,92.1,47.2,4660,6,204,0
ASSET-018,3.611,70.5,27.4,4560,6,182,0
ASSET-018,3.551,98.2,43.8,4739,6,194,0
ASSET-018,3.239,99.8,43.9,4668,6,191,0
ASSET-018,3.138,90.1,44.7,4485,6,192,0
ASSET-018,4.695,86.9,50.6,4694,6,196,0
ASSET-018,2.913,96.6,42.0,4618,6,234,0
ASSET-018,2.237,67.6,40.1,4594,6,188,0
ASSET-018,2.451,102.5,49.7,4564,6,189,0
ASSET-018,5.361,98.9,53.0,4409,6,189,1
ASSET-018,4.648,70.5,45.8,4388,6,194,0
ASSET-018,3.122,70.2,50.6,4455,6,229,0
ASSET-018,5.319,84.7,60.9,4605,6,212,0
ASSET-018,2.505,83.3,52.9,4634,6,210,0
ASSET-018,3.488,81.4,44.9,4564,6,214,0
ASSET-018,3.219,101.6,50.2,4724,6,217,1
ASSET-018,3.068,96.2,55.3,4336,6,192,0
ASSET-018,3.346,90.2,60.6,4571,6,227,0
ASSET-018,3.098,81.1,50.4,4562,6,176,0
ASSET-018,1.985,87.8,48.5,4487,6,228,0
ASSET-018,2.256,73.1,54.2,4581,6,198,0
ASSET-018,3.769,78.5,58.1,4707,6,188,0
ASSET-018,2.026,96.5,40.4,4655,6,207,0
ASSET-018,3.156,110.1,55.8,4409,6,230,1
ASSET-018,2.589,88.4,35.4,4510,6,195,0
ASSET-018,3.594,79.9,43.2,4356,6,195,0
ASSET-018,3.249,85.1,40.3,4344,6,199,0
ASSET-018,4.03,57.3,43.8,4721,6,195,0
ASSET-018,2.849,94.1,47.6,4791,6,226,0
ASSET-018,3.547,91.9,43.7,4733,6,184,0
ASSET-018,2.789,93.3,53.8,4473,6,231,0
ASSET-018,3.112,101.4,42.0,4652,6,212,0
ASSET-018,2.749,91.0,51.6,4694,6,230,0
ASSET-018,3.609,83.0,40.3,4790,6,205,0
ASSET-018,4.043,84.6,40.3,4584,6,194,0
ASSET-018,3.877,67.5,54.4,4688,6,191,1
ASSET-018,2.113,97.1,42.2,4514,6,194,0
ASSET-018,3.586,67.6,32.6,4737,6,199,0
ASSET-018,3.311,112.9,49.4,4624,6,217,1
ASSET-019,2.514,85.4,46.0,840,14,212,1
ASSET-019,2.747,69.9,55.3,904,14,229,0
ASSET-019,3.528,82.1,57.5,841,14,193,0
ASSET-019,3.22,78.6,47.5,1016,14,227,0
ASSET-019,2.075,75.0,61.1,662,14,230,0
ASSET-019,2.718,82.4,56.7,612,14,200,0
ASSET-019,4.805,92.7,50.5,763,14,212,0
ASSET-019,2.733,82.2,50.6,627,14,187,0
ASSET-019,3.024,84.7,47.1,1033,14,228,0
ASSET-019,2.498,82.4,58.2,794,14,237,0
ASSET-019,1.91,85.1,51.2,902,14,209,0
ASSET-019,2.753,80.9,53.4,705,14,217,0
ASSET-019,1.501,86.7,58.8,673,14,229,0
ASSET-019,2.494,86.7,57.5,739,14,237,0
ASSET-019,2.164,70.0,50.4,1005,14,231,0
ASSET-019,2.097,71.6,45.3,1054,14,222,0
ASSET-019,2.304,79.2,61.1,853,14,242,0
ASSET-019,2.024,79.3,51.2,957,14,190,0
ASSET-019,2.715,91.6,50.5,882,14,243,0
ASSET-019,2.675,89.5,58.1,667,14,218,0
ASSET-019,2.312,86.4,49.0,596,14,207,0
ASSET-019,1.608,77.9,49.1,596,14,221,0
ASSET-019,5.006,90.3,47.1,958,14,229,0
ASSET-019,1.291,94.9,53.1,908,14,208,0
ASSET-019,2.692,82.9,55.4,610,14,217,0
ASSET-019,2.307,78.3,52.9,904,14,203,0
ASSET-019,2.909,90.6,56.5,985,14,200,1
ASSET-019,2.691,79.0,50.5,789,14,221,0
ASSET-019,1.694,87.9,45.4,874,14,198,0
ASSET-019,2.705,87.9,46.8,685,14,197,0
ASSET-019,1.965,110.2,56.9,671,14,193,1
ASSET-019,2.22,82.3,60.8,792,14,223,0
ASSET-019,2.657,88.1,46.4,768,14,216,0
ASSET-019,1.931,87.4,63.2,985,14,206,0
ASSET-019,2.738,86.2,48.1,591,14,187,0
ASSET-019,3.419,84.4,50.3,579,14,187,0
ASSET-019,2.764,83.8,51.0,754,14,214,0
ASSET-019,2.579,89.3,44.0,678,14,202,1
ASSET-019,3.593,78.3,54.1,1056,14,188,0
ASSET-019,3.472,93.2,45.9,863,14,211,0
ASSET-020,2.508,84.5,42.0,1434,12,167,0
ASSET-020,2.627,82.5,49.4,1756,12,132,0
ASSET-020,2.31,87.8,43.3,1742,12,121,0
ASSET-020,2.411,95.3,50.6,1772,12,128,0
ASSET-020,3.935,96.9,55.1,1593,12,171,0
ASSET-020,2.307,80.0,51.1,1668,12,126,0
ASSET-020,2.602,94.1,57.2,1695,12,152,0
ASSET-020,3.209,72.7,44.8,1584,12,128,0
ASSET-020,3.04,71.1,57.5,1828,12,138,0
ASSET-020,5.461,91.9,44.0,1551,12,165,0
ASSET-020,2.069,89.7,58.3,1580,12,155,0
ASSET-020,1.668,89.5,46.3,1807,12,137,0
ASSET-020,1.954,83.4,56.8,1642,12,139,0
ASSET-020,3.069,78.1,47.9,1825,12,175,0
ASSET-020,2.313,73.4,55.6,1769,12,121,0
ASSET-020,2.388,93.1,52.4,1478,12,171,0
ASSET-020,2.012,88.6,42.3,1587,12,177,0
ASSET-020,2.274,75.9,51.2,1501,12,155,0
ASSET-020,2.575,89.4,50.5,1613,12,148,0
ASSET-020,4.107,75.6,55.5,1396,12,123,0
ASSET-020,3.199,89.1,55.6,1581,12,157,0
ASSET-020,2.179,66.7,51.2,1501,12,138,0
ASSET-020,2.602,85.9,49.1,1403,12,123,0
ASSET-020,2.432,77.0,49.3,1572,12,160,0
ASSET-020,2.429,73.3,48.5,1678,12,167,0
ASSET-020,2.795,75.9,55.3,1428,12,146,0
ASSET-020,1.502,84.5,53.5,1442,12,127,0
ASSET-020,2.406,85.6,53.2,1859,12,161,0
ASSET-020,1.664,83.9,53.7,1705,12,141,0
ASSET-020,3.313,89.2,53.7,1555,12,142,1
ASSET-020,1.963,81.1,53.0,1742,12,124,0
ASSET-020,3.379,102.1,53.6,1634,12,171,0
ASSET-020,1.603,80.5,53.4,1385,12,125,0
ASSET-020,2.952,81.6,54.1,1751,12,123,0
ASSET-020,2.589,91.9,47.4,1563,12,131,0
ASSET-020,2.185,75.2,52.8,1517,12,124,0
ASSET-020,2.503,81.0,48.9,1518,12,137,0
ASSET-020,2.78,86.7,51.1,1817,12,156,0
ASSET-020,2.692,90.7,48.2,1516,12,173,0
ASSET-020,2.221,80.7,52.7,1478,12,122,0
ASSET-021,3.85,94.0,21.8,3990,6,183,1
ASSET-021,1.093,99.6,47.6,3897,6,220,0
ASSET-021,3.487,85.7,36.3,4046,6,203,0
ASSET-021,1.93,81.6,38.6,3889,6,192,0
ASSET-021,3.656,83.1,46.0,4103,6,241,0
ASSET-021,3.42,92.2,45.7,4102,6,221,0
ASSET-021,3.033,82.5,50.6,4130,6,226,0
ASSET-021,2.948,83.8,36.7,4153,6,230,0
ASSET-021,4.476,85.8,42.1,4127,6,207,0
ASSET-021,3.492,80.7,58.9,3971,6,209,0
ASSET-021,4.791,92.1,44.7,4054,6,235,0
ASSET-021,3.602,89.7,41.0,4020,6,235,0
ASSET-021,2.479,98.8,28.8,4107,6,188,1
ASSET-021,3.109,84.9,54.0,4315,6,188,0
ASSET-021,5.437,91.3,48.7,3882,6,238,0
ASSET-021,1.522,90.3,56.2,3997,6,204,0
ASSET-021,3.656,70.1,54.4,4284,6,210,0
ASSET-021,3.377,112.6,37.1,3948,6,194,1
ASSET-021,3.948,101.9,41.9,4026,6,226,1
ASSET-021,0.682,115.9,50.7,4292,6,223,1
ASSET-021,2.845,107.4,46.4,4259,6,224,1
ASSET-021,3.917,116.6,49.5,3940,6,228,1
ASSET-021,2.888,95.0,40.3,3937,6,220,0
ASSET-021,2.605,129.2,54.5,4269,6,200,1
ASSET-021,4.881,91.5,42.2,4151,6,233,0
ASSET-021,5.358,86.8,45.6,4025,6,195,0
ASSET-021,3.498,112.2,52.9,4217,6,213,1
ASSET-021,4.719,85.4,38.9,4055,6,230,0
ASSET-021,5.101,84.8,43.6,4144,6,240,0
ASSET-021,3.005,68.6,53.2,4218,6,205,0
ASSET-021,2.911,89.6,50.5,3894,6,232,0
ASSET-021,3.509,89.4,53.8,3951,6,222,0
ASSET-021,2.932,98.0,47.3,4054,6,222,0
ASSET-021,2.411,94.7,43.4,4352,6,203,0
ASSET-021,6.876,91.5,62.8,4280,6,204,1
ASSET-021,2.776,103.2,54.4,4262,6,241,1
ASSET-021,3.654,106.1,49.9,3949,6,220,1
ASSET-021,4.422,111.2,54.8,4310,6,207,1
ASSET-021,3.461,94.5,47.7,4055,6,226,0
ASSET-021,3.164,107.7,46.3,3981,6,209,1
ASSET-022,2.424,85.8,51.6,2632,12,37,0
ASSET-022,2.601,80.7,50.9,2617,12,62,0
ASSET-022,1.773,94.1,56.4,2643,12,37,0
ASSET-022,2.26,71.1,47.3,2308,12,55,0
ASSET-022,1.255,71.8,55.6,2305,12,58,0
ASSET-022,1.789,88.2,67.2,2264,12,67,0
ASSET-022,2.498,79.7,53.3,2461,12,27,0
ASSET-022,2.087,72.9,59.6,2381,12,74,0
ASSET-022,2.236,82.2,59.5,2555,12,29,0
ASSET-022,3.019,81.6,50.6,2580,12,31,0
ASSET-022,3.166,80.9,55.5,2740,12,27,0
ASSET-022,2.411,78.8,42.5,2402,12,67,0
ASSET-022,1.454,82.5,59.9,2328,12,50,0
ASSET-022,2.811,86.3,38.3,2445,12,70,0
ASSET-022,3.571,71.5,55.4,2714,12,40,0
ASSET-022,1.429,87.8,51.9,2249,12,57,0
ASSET-022,2.689,73.7,54.4,2731,12,44,0
ASSET-022,2.527,111.1,58.9,2359,12,83,0
ASSET-022,1.875,87.5,62.1,2555,12,63,0
ASSET-022,4.095,87.4,49.9,2270,12,74,0
ASSET-022,3.486,82.2,55.0,2736,12,51,0
ASSET-022,1.961,75.2,53.5,2286,12,41,0
ASSET-022,2.525,86.6,55.5,2698,12,38,0
ASSET-022,2.773,84.2,52.6,2704,12,36,0
ASSET-022,1.471,76.1,42.5,2360,12,51,0
ASSET-022,2.657,84.7,61.0,2295,12,28,0
ASSET-022,1.975,83.9,57.3,2460,12,26,0
ASSET-022,2.089,76.6,50.1,2366,12,46,0
ASSET-022,3.777,92.2,48.4,2740,12,63,0
ASSET-022,2.569,102.3,46.1,2472,12,66,0
ASSET-022,2.758,78.9,51.6,2281,12,37,0
ASSET-022,2.529,80.4,51.7,2342,12,68,0
ASSET-022,2.27,74.6,43.0,2344,12,57,0
ASSET-022,3.517,83.2,56.3,2675,12,78,0
ASSET-022,3.08,78.5,48.3,2464,12,81,0
ASSET-022,1.337,78.5,48.1,2281,12,44,0
ASSET-022,1.996,91.1,55.2,2252,12,54,0
ASSET-022,3.127,70.5,50.4,2615,12,75,0
ASSET-022,2.428,75.8,53.0,2281,12,38,0
ASSET-022,1.198,78.9,57.2,2379,12,49,0
ASSET-023,3.187,76.8,48.8,2143,6,219,0
ASSET-023,2.188,89.1,57.9,2319,6,213,0
ASSET-023,1.565,97.7,46.6,2137,6,192,0
ASSET-023,2.175,96.0,55.7,2065,6,194,0
ASSET-023,2.247,95.5,46.2,2441,6,207,0
ASSET-023,2.668,85.4,49.8,2438,6,203,0
ASSET-023,3.109,86.0,59.8,2087,6,199,0
ASSET-023,3.948,82.0,56.5,2314,6,168,0
ASSET-023,4.612,83.5,59.7,2279,6,205,0
ASSET-023,2.784,95.4,43.9,2482,6,198,0
ASSET-023,4.151,84.8,46.8,2268,6,204,0
ASSET-023,2.551,91.3,38.9,2264,6,222,0
ASSET-023,2.947,98.0,55.8,2069,6,174,0
ASSET-023,1.927,90.2,43.2,2254,6,215,0
ASSET-023,2.224,98.1,51.1,2407,6,173,0
ASSET-023,2.575,93.1,48.1,2148,6,172,0
ASSET-023,3.14,102.4,41.7,2362,6,169,0
ASSET-023,3.4,88.2,53.0,2278,6,207,0
ASSET-023,1.974,93.6,43.8,2285,6,172,0
ASSET-023,4.17,86.0,48.1,2233,6,194,0
ASSET-023,2.337,72.1,43.0,2011,6,172,0
ASSET-023,2.531,102.8,46.6,2007,6,182,0
ASSET-023,2.504,93.1,50.0,2290,6,212,0
ASSET-023,3.696,100.1,54.1,2394,6,221,0
ASSET-023,2.76,84.4,50.8,2326,6,175,0
ASSET-023,2.025,100.3,53.5,2500,6,185,0
ASSET-023,2.787,73.3,53.4,2353,6,222,0
ASSET-023,3.172,78.4,52.4,2372,6,224,0
ASSET-023,2.902,87.1,42.7,2018,6,222,0
ASSET-023,3.195,76.1,45.8,2040,6,174,0
ASSET-023,1.773,86.2,54.5,2227,6,212,0
ASSET-023,3.653,87.3,45.3,2251,6,188,0
ASSET-023,5.456,102.5,49.7,2217,6,203,1
ASSET-023,3.59,95.8,44.0,2375,6,207,0
ASSET-023,2.079,89.4,48.9,2128,6,220,0
ASSET-023,3.323,114.8,57.6,2134,6,216,1
ASSET-023,3.675,100.2,50.2,2367,6,192,0
ASSET-023,2.319,112.0,50.8,2255,6,167,1
ASSET-023,3.376,94.5,49.0,2134,6,198,0
ASSET-023,2.646,106.7,58.0,2292,6,180,1
ASSET-024,2.723,110.2,31.9,4363,12,272,1
ASSET-024,4.918,93.5,41.8,4437,12,299,0
ASSET-024,4.434,78.3,37.5,4458,12,317,0
ASSET-024,4.166,91.6,61.4,4533,12,275,0
ASSET-024,3.496,99.1,42.6,4188,12,279,0
ASSET-024,2.846,92.3,45.4,4390,12,262,0
ASSET-024,3.712,89.9,53.5,4225,12,281,0
ASSET-024,4.364,97.3,48.5,4162,12,313,0
ASSET-024,4.394,105.4,35.8,4352,12,293,1
ASSET-024,3.124,69.1,50.8,4284,12,270,0
ASSET-024,3.384,107.3,26.9,4105,12,297,1
ASSET-024,3.387,77.6,46.3,4486,12,283,1
ASSET-024,3.354,67.1,49.5,4191,12,276,0
ASSET-024,2.577,83.3,38.1,4297,12,265,0
ASSET-024,3.005,86.8,50.4,4133,12,281,0
ASSET-024,3.133,87.8,48.8,4451,12,287,0
ASSET-024,2.913,106.2,48.8,4487,12,264,0
ASSET-024,3.38,82.5,38.4,4545,12,300,0
ASSET-024,3.511,96.3,37.5,4085,12,280,0
ASSET-024,1.443,74.4,45.9,4093,12,292,0
ASSET-024,3.474,99.4,41.7,4354,12,299,0
ASSET-024,3.775,77.5,45.2,4459,12,279,0
ASSET-024,3.664,82.9,43.2,4123,12,293,0
ASSET-024,3.632,95.3,50.8,4203,12,306,0
ASSET-024,2.89,88.1,41.2,4105,12,280,0
ASSET-024,5.25,75.6,38.3,4078,12,318,1
ASSET-024,2.088,109.8,63.0,4389,12,311,0
ASSET-024,3.067,97.0,45.5,4201,12,284,0
ASSET-024,2.226,110.0,41.0,4320,12,319,1
ASSET-024,4.786,94.1,35.9,4356,12,272,1
ASSET-024,3.966,75.3,56.5,4078,12,280,0
ASSET-024,3.821,101.8,39.2,4251,12,265,0
ASSET-024,4.88,69.2,57.1,4328,12,300,1
ASSET-024,4.122,104.5,54.2,4515,12,279,0
ASSET-024,2.652,78.3,47.3,4429,12,316,0
ASSET-024,2.951,70.2,49.3,4303,12,279,1
ASSET-024,2.144,96.6,45.0,4498,12,296,0
ASSET-024,4.995,97.6,41.4,4389,12,309,0
ASSET-024,4.683,92.2,48.1,4352,12,299,0
ASSET-024,4.011,84.5,40.5,4148,12,307,0
ASSET-025,3.26,89.3,50.0,1473,0,158,0
ASSET-025,3.433,82.7,60.3,1106,0,168,0
ASSET-025,2.238,75.5,56.9,1267,0,173,0
ASSET-025,2.996,82.4,46.7,1177,0,158,0
ASSET-025,1.925,72.1,49.7,1469,0,124,0
ASSET-025,2.413,96.5,50.2,1168,0,171,0
ASSET-025,2.974,82.4,54.7,1268,0,166,0
ASSET-025,2.801,80.3,53.6,1461,0,153,0
ASSET-025,2.413,79.8,51.5,1470,0,164,0
ASSET-025,3.668,89.6,53.4,1013,0,162,0
ASSET-025,1.504,79.6,53.6,1384,0,121,0
ASSET-025,4.928,78.4,58.8,1436,0,131,0
ASSET-025,2.109,85.7,51.1,986,0,146,0
ASSET-025,3.462,96.7,45.7,1176,0,171,0
ASSET-025,2.574,81.9,46.4,1227,0,143,0
ASSET-025,1.916,81.4,46.4,1047,0,122,0
ASSET-025,2.23,74.0,55.8,1316,0,140,0
ASSET-025,1.312,79.3,56.3,1241,0,120,1
ASSET-025,1.678,80.4,57.3,1177,0,120,0
ASSET-025,2.179,75.1,53.3,1122,0,116,0
ASSET-025,3.082,77.3,54.4,1339,0,143,0
ASSET-025,2.442,100.5,54.6,1482,0,172,0
ASSET-025,1.872,81.3,50.0,1302,0,158,0
ASSET-025,2.143,87.4,52.6,1272,0,120,0
ASSET-025,2.393,72.4,56.2,1103,0,137,0
ASSET-025,1.915,78.7,51.3,1008,0,158,0
ASSET-025,2.491,82.5,57.9,1325,0,133,0
ASSET-025,3.366,96.2,56.3,1311,0,168,0
ASSET-025,2.743,78.5,50.8,1144,0,175,0
ASSET-025,3.15,84.3,58.9,1197,0,152,0
ASSET-025,3.078,74.0,51.2,1197,0,136,0
ASSET-025,3.532,72.7,59.4,1367,0,170,0
ASSET-025,2.534,74.7,55.7,1390,0,137,0
ASSET-025,2.153,82.2,55.5,1210,0,145,0
ASSET-025,2.521,71.8,48.7,1253,0,124,0
